status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,pd_estimate,LGD,EAD,stage,ecl
2,14,2,9,1410,3,5,1,4,1,2,1,35,3,2,1,3,2,2,2,1,0.2026593080285083,0.66,1410,Stage 1,161.65264461542554
4,20,4,0,3485,5,2,2,1,1,4,1,44,3,2,2,3,2,2,2,1,0.17185606171316892,0.57,3485,Stage 1,204.8300842740746
4,18,4,1,3850,1,4,3,3,1,1,3,27,3,2,2,3,2,1,2,1,0.09844474986909713,0.5700000000000001,3850,Stage 1,144.0246690584891
2,60,2,0,7408,2,2,4,2,1,2,2,24,3,2,1,4,2,1,2,0,0.9417007266236427,0.615,7408,Stage 3,4555.92
3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,2,2,2,1,0.30050411652463294,0.435,1377,Stage 1,90.00023163883625
4,30,3,9,4272,2,3,2,3,1,2,2,26,3,2,2,2,2,1,2,1,0.2980550633044525,0.615,4272,Stage 1,313.2296426874088
2,24,3,3,1553,2,4,3,2,1,2,2,23,3,1,2,3,2,2,2,1,0.6093450272043428,0.615,1553,Stage 2,581.9823887577318
2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,1,2,2,1,0.5616183485892975,0.615,9857,Stage 2,3404.5613181574936
4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,2,1,2,1,0.25389103204709906,0.525,362,Stage 1,48.25199064055118
4,12,4,2,1935,1,5,4,3,1,4,1,43,3,2,3,3,2,2,2,1,0.12224715668200692,0.75,1935,Stage 1,177.41118613476254
4,48,2,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,2,2,2,1,0.3502897649435578,0.38999999999999996,10222,Stage 1,349.1145427821721
3,12,2,0,1330,1,2,4,3,1,1,1,26,3,2,1,3,2,1,2,1,0.40523742870036117,0.75,1330,Stage 1,404.2243351286103
4,36,2,6,9055,5,3,2,3,1,4,4,35,3,3,1,2,1,2,2,1,0.37191005155910284,0.3,9055,Stage 1,336.76455168676756
2,26,2,1,7966,1,2,2,3,1,3,3,30,3,2,2,3,2,1,2,1,0.43862656465444083,0.5700000000000001,7966,Stage 1,919.2168701544219
2,30,1,2,3496,4,3,4,3,1,2,3,34,2,2,1,3,1,2,2,1,0.719028902607403,0.435,3496,Stage 2,1093.4703939292344
2,36,2,1,6948,1,3,2,3,1,2,3,35,3,1,1,4,2,2,2,1,0.5495249644032971,0.5700000000000001,6948,Stage 2,2176.316688024242
2,48,0,9,12204,5,3,2,3,1,2,3,48,1,2,1,4,2,2,2,1,0.8527643994918037,0.38999999999999996,12204,Stage 2,4058.7833252452087
1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,1,1,2,0,0.7497123492443918,0.5700000000000001,3446,Stage 3,1964.2200000000003
1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,1,1,2,0,0.8233668461978005,0.5700000000000001,684,Stage 3,389.88000000000005
1,33,4,2,4281,3,3,1,2,1,4,3,23,3,2,2,3,2,1,2,0,0.5671106812576747,0.48,4281,Stage 3,2054.88
1,42,2,3,7174,5,4,4,2,1,3,3,30,3,2,1,4,2,2,2,0,0.6975466131802806,0.38999999999999996,7174,Stage 3,2797.8599999999997
1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,2,1,2,0,0.8339096437348708,0.5700000000000001,1546,Stage 3,881.2200000000001
1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,2,1,2,0,0.7352513955187189,0.615,2359,Stage 3,1450.785
4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,2,1,2,0,0.17623422515210152,0.525,3621,Stage 3,1901.025
1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,2,1,2,0,0.7084067796236424,0.615,741,Stage 3,455.715
1,12,2,2,7865,1,5,4,3,1,4,4,53,3,3,1,4,2,2,2,0,0.6893537848359218,0.48,7865,Stage 3,3775.2
1,24,2,1,2910,1,4,2,3,1,1,4,34,3,3,1,4,2,2,2,1,0.41026219726181967,0.48,2910,Stage 1,286.52711856765484
1,18,4,0,5302,1,5,2,3,1,4,4,36,3,3,3,4,2,2,2,1,0.728915621862836,0.48,5302,Stage 2,1855.061101016043
1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,1,1,2,1,0.47553492042804846,0.66,3620,Stage 1,378.71601062889783
1,18,2,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,2,1,2,1,0.522904075106424,0.75,3509,Stage 2,1376.1527996613313
2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,2,1,2,1,0.7435996464368011,0.75,3017,Stage 2,1682.5800999748717
1,12,2,2,1657,1,3,2,3,1,2,1,27,3,2,1,3,2,1,2,1,0.45072297436658215,0.75,1657,Stage 1,560.13597639407
1,8,4,10,1164,1,5,3,3,1,4,4,51,1,3,2,4,1,2,2,1,0.4916337768472516,0.48,1164,Stage 1,274.68562380009644
1,36,4,2,6229,1,2,4,2,2,4,4,23,3,1,2,2,2,2,2,0,0.9515002080950106,0.48,6229,Stage 3,2989.92
1,24,1,0,1193,1,1,1,2,2,4,4,29,3,1,2,1,2,1,2,0,0.954249573058107,0.48,1193,Stage 3,572.64
1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,2,1,2,1,0.8643866035398214,0.75,4583,Stage 2,2971.1128530172514
1,36,4,2,5371,1,3,3,3,3,2,2,28,3,2,2,3,2,1,2,1,0.5549052655239878,0.66,5371,Stage 2,1967.0614795453635
1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,1,1,2,1,0.2976101104629967,0.66,708,Stage 1,139.0672524171491
1,21,4,0,571,1,5,4,3,1,4,1,65,3,2,2,3,2,1,2,1,0.4802722938109154,0.75,571,Stage 1,117.52949132829973
1,30,2,3,2522,1,5,1,3,3,3,2,39,3,2,1,3,1,1,2,1,0.2776295987607017,0.66,2522,Stage 1,184.8480078916653
1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,2,1,2,0,0.773441495911988,0.66,5179,Stage 3,3418.1400000000003
1,36,2,1,8229,1,3,2,3,1,2,2,26,3,2,1,3,1,1,2,0,0.5434469497238384,0.66,8229,Stage 3,5431.14
4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,2,1,2,1,0.16826541440110154,0.66,2028,Stage 1,112.6099459337932
1,6,2,0,1374,5,1,4,2,1,3,2,75,3,2,1,4,2,2,2,1,0.4944511421787652,0.48,1374,Stage 1,326.1004172897392
1,12,2,2,1289,1,3,4,3,3,1,2,21,3,2,1,2,2,1,2,1,0.4662642223672657,0.66,1289,Stage 1,396.66962453672767
1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,1,1,2,0,0.7036238649209041,0.66,2712,Stage 3,1789.92
1,15,4,2,975,1,3,2,1,1,3,2,25,3,2,2,3,2,1,2,1,0.6260068004511327,0.66,975,Stage 2,402.8353760903039
2,6,3,2,1050,1,1,4,3,1,1,2,35,2,2,2,4,2,2,1,1,0.25384003984231696,0.66,1050,Stage 1,175.91114761072566
1,6,4,0,609,1,4,4,2,1,3,2,37,3,2,2,3,2,1,2,1,0.6495168236289781,0.66,609,Stage 2,261.0667920894315
1,48,2,1,4788,1,4,4,3,1,3,2,26,3,2,1,3,1,1,2,1,0.6010384535663384,0.66,4788,Stage 2,1899.329596345915
2,24,2,2,3069,2,5,4,3,1,4,4,30,3,3,1,3,2,1,2,1,0.5318249332208547,0.435,3069,Stage 2,709.9942632238393
2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,2,1,2,0,0.7702048993541812,0.615,836,Stage 3,514.14
1,12,2,2,2577,1,3,2,1,1,1,3,42,3,2,1,3,2,1,2,1,0.7412057021815797,0.5700000000000001,2577,Stage 2,1088.7496438775008
1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,2,1,2,1,0.6995167927344836,0.66,1620,Stage 2,747.9233547917099
1,15,2,2,1845,1,2,4,2,3,1,2,46,3,1,1,3,2,1,2,1,0.730394498553709,0.66,1845,Stage 2,889.4013808888515
1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,2,2,2,1,0.676221839417696,0.48,6579,Stage 2,2135.4544711339304
1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,2,2,2,1,0.6050027554893556,0.66,1893,Stage 2,755.8783426532912
1,30,4,1,10623,1,5,3,3,1,4,4,38,3,3,3,4,1,2,2,1,0.5974460270352562,0.48,10623,Stage 2,3046.4011896938528
1,18,2,0,2249,2,4,4,3,1,3,3,30,3,2,1,4,1,2,2,1,0.721797520299724,0.525,2249,Stage 2,852.2443771558917
1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,2,1,2,0,0.7969084889030846,0.66,3108,Stage 3,2051.28
2,12,4,0,958,1,4,2,3,1,3,1,47,3,2,2,2,1,1,2,1,0.3167676746450304,0.75,958,Stage 1,227.59757423245435
4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,2,2,2,1,0.1336514176954553,0.3,9277,Stage 1,185.9826302941108
4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,2,2,2,1,0.679973057089003,0.48,6314,Stage 2,2060.807943580783
1,12,4,1,1526,1,5,4,3,1,4,4,66,3,3,2,4,2,1,2,1,0.24835397510513368,0.48,1526,Stage 1,181.9143196850083
1,12,2,2,3590,1,3,2,3,2,2,2,29,3,2,1,2,1,1,2,1,0.6789220290381905,0.66,3590,Stage 2,1608.6378556030888
1,24,4,1,6615,1,1,2,3,1,4,4,75,3,3,2,4,2,2,2,1,0.3678938641816013,0.48,6615,Stage 1,584.0682987747102
1,6,4,2,1872,1,1,4,3,1,4,4,36,3,3,3,4,2,2,2,1,0.6760265817013997,0.48,1872,Stage 2,607.4504452536097
4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,2,2,2,1,0.24720809558779222,0.3,2859,Stage 1,212.0303835856494
4,18,4,3,1582,4,5,4,3,1,4,3,46,3,2,2,3,2,1,2,1,0.06729173149169554,0.435,1582,Stage 1,30.872100573760083
4,6,2,8,1238,5,1,4,3,1,4,2,36,3,2,1,4,1,2,2,1,0.03400186011349915,0.48,1238,Stage 1,20.205265353845736
1,12,2,2,2578,1,1,3,2,1,4,4,55,3,3,1,4,2,1,2,1,0.770469225466723,0.48,2578,Stage 2,953.4094383615417
1,15,4,2,1433,1,3,4,2,1,3,2,25,3,1,2,3,2,1,2,1,0.7754468662833275,0.66,1433,Stage 2,733.4021371934456
1,42,2,2,7882,1,4,2,3,3,4,2,45,3,3,1,3,1,1,2,1,0.6030005817070302,0.66,7882,Stage 2,3136.881386109776
1,24,2,2,4169,1,3,4,3,1,4,2,28,3,2,1,3,2,1,2,1,0.686334364906628,0.66,4169,Stage 2,1888.4764584151833
1,36,2,2,3959,1,1,4,3,1,3,2,30,3,2,1,4,2,2,2,1,0.7992985626202114,0.66,3959,Stage 2,2088.519186212855
1,36,2,0,3249,1,4,2,3,1,4,4,39,1,3,1,4,1,2,2,1,0.8692746097512851,0.48,3249,Stage 2,1355.6511393993242
1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,2,1,2,1,0.8831475533383533,0.48,3149,Stage 2,1334.8951898219877
1,12,4,2,2246,1,5,3,3,1,3,2,60,3,2,2,3,2,1,2,0,0.34603337274392854,0.66,2246,Stage 3,1482.3600000000001
1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,2,1,2,1,0.6668934787651211,0.66,1797,Stage 2,790.949003685009
1,20,4,2,4272,1,5,1,2,1,4,2,24,3,2,2,3,2,1,2,1,0.5012602940566105,0.66,4272,Stage 2,1413.3134242984945
1,24,4,1,2957,1,5,4,3,1,4,2,63,3,2,2,3,2,2,2,1,0.18937511661916873,0.66,2957,Stage 1,184.79413254815105
1,36,4,2,2348,1,3,3,4,1,2,2,46,3,2,2,3,2,2,2,1,0.6702687004566477,0.66,2348,Stage 2,1038.7019997236578
3,42,0,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,2,1,2,1,0.8882911612784465,0.66,6289,Stage 2,3687.0656547648996
1,24,4,1,6419,1,5,2,2,1,4,4,44,3,3,2,4,1,2,2,1,0.4421354642030727,0.48,6419,Stage 1,681.1362107326856
1,48,4,1,6143,1,5,4,2,1,4,4,58,2,3,2,2,2,1,2,0,0.7182518309144748,0.48,6143,Stage 3,2948.64
4,24,4,6,1597,1,5,4,3,1,4,4,54,3,3,2,3,1,1,2,1,0.36079276566611906,0.48,1597,Stage 1,138.2846512245101
1,36,2,10,15857,1,1,2,1,2,3,3,43,3,2,1,4,2,1,2,1,0.9701032886591162,0.5700000000000001,15857,Stage 2,8768.268873512536
4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,2,1,2,1,0.1552340166050401,0.615,2223,Stage 1,106.11370481574876
4,48,3,3,7238,5,5,3,3,1,3,3,32,1,2,2,3,1,1,2,1,0.33710647641359537,0.38999999999999996,7238,Stage 1,237.89772593745627
2,30,3,9,2503,2,5,4,3,1,2,2,41,2,2,2,3,2,1,2,1,0.589984819344539,0.615,2503,Stage 2,908.1901817339193
2,18,2,9,2622,2,3,4,3,1,4,3,34,3,2,1,3,2,1,2,1,0.4841124601076433,0.525,2622,Stage 1,444.27000464078424
2,24,2,2,4351,5,3,1,2,1,4,2,48,3,2,1,2,2,2,2,1,0.2204523980998373,0.48,4351,Stage 1,230.2052121917741
2,6,2,3,368,5,5,4,3,1,4,2,38,3,2,1,3,2,1,2,1,0.10578785984092376,0.48,368,Stage 1,18.686367562300774
2,12,2,8,754,5,5,4,3,1,4,2,38,3,2,2,3,2,1,2,1,0.07342524570824782,0.48,754,Stage 1,26.574064926729054
4,24,4,3,2424,5,5,4,3,1,4,2,53,3,2,2,3,2,1,2,1,0.05295931330133097,0.48,2424,Stage 1,30.8096101061823
2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,1,2,2,1,0.5825375817048997,0.3,6681,Stage 2,1167.5800750111302
2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,2,1,2,1,0.26107517666071645,0.48,2427,Stage 1,202.7614252017788
2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,1,1,2,0,0.5361413521932219,0.435,1216,Stage 3,528.96
2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,2,1,2,1,0.14155705855329914,0.75,753,Stage 1,79.9443488179757
2,7,2,3,2576,1,3,2,3,3,2,1,35,3,2,1,3,2,1,1,1,0.039093333921250806,0.75,2576,Stage 1,75.52832113585656
2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,2,1,1,1,0.12288731723497437,0.75,590,Stage 1,54.37763787647616
2,8,2,3,1414,1,3,4,3,3,2,1,33,3,2,1,3,2,1,1,1,0.05606745691348369,0.75,1414,Stage 1,59.45953805674946
2,12,2,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,2,1,2,1,0.23574594469226295,0.75,1103,Stage 1,195.02083274667453
2,12,3,3,585,1,3,4,4,2,4,1,20,3,1,2,3,2,1,2,1,0.7306565795143922,0.75,585,Stage 2,320.5755742619396
2,6,2,3,1068,1,5,4,3,1,4,3,28,3,2,1,3,1,1,2,1,0.3291218772859562,0.5700000000000001,1068,Stage 1,200.35623401659873
1,8,4,0,713,1,5,4,3,1,4,1,47,3,2,2,2,2,1,2,1,0.4391081071984533,0.75,713,Stage 1,234.81306032437288
2,12,2,3,1092,1,3,4,2,3,4,1,49,3,2,2,3,2,2,2,1,0.2624245954241917,0.75,1092,Stage 1,214.92574365241302
2,7,2,3,2329,1,2,1,2,3,1,1,45,3,2,1,3,2,1,2,1,0.19827885731719097,0.75,2329,Stage 1,346.34359401880334
2,13,4,3,882,1,2,4,3,3,4,1,23,3,2,2,3,2,1,2,1,0.18127298440177975,0.75,882,Stage 1,110.68807309087137
2,18,2,3,866,1,3,4,4,3,2,1,25,3,2,1,2,2,1,2,1,0.3473266917608454,0.75,866,Stage 1,150.39245753244606
2,7,2,3,2415,1,3,3,3,3,2,1,34,3,2,1,3,2,1,2,1,0.17924615780481867,0.75,2415,Stage 1,324.6596033239778
2,13,2,3,2101,1,2,2,2,3,4,2,23,3,2,1,2,2,1,2,1,0.28455187115010294,0.66,2101,Stage 1,364.2246439836939
2,18,2,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,2,1,2,1,0.28977359151693305,0.75,1301,Stage 1,188.49772128176494
2,18,2,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,1,1,2,1,0.3368038935577663,0.75,1113,Stage 1,187.43136676489695
2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,2,1,2,1,0.2373967711592202,0.75,760,Stage 1,135.31615956075552
2,12,2,3,625,1,2,4,4,3,1,1,26,1,2,1,2,2,1,2,1,0.4575003804722163,0.75,625,Stage 1,214.4533033463514
3,6,4,0,1323,2,5,2,1,1,4,3,28,3,2,2,3,1,2,2,1,0.26318286936917556,0.525,1323,Stage 1,182.80024149209515
1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,2,1,2,1,0.3644038369460685,0.75,1138,Stage 1,311.01867483346945
2,18,4,3,1795,1,5,3,2,3,4,1,48,1,1,2,2,2,2,2,1,0.3255934553839277,0.75,1795,Stage 1,292.2201262070751
2,15,4,3,2728,5,4,4,3,3,2,1,35,1,2,3,3,2,2,2,1,0.1255568207421468,0.57,2728,Stage 1,156.18866718496687
2,6,2,3,484,1,4,3,4,3,3,1,28,1,2,1,2,2,1,2,1,0.2705204993781585,0.75,484,Stage 1,98.19894127427153
2,10,1,3,1048,1,3,4,3,1,4,1,23,2,2,1,2,2,1,2,1,0.5921845095511231,0.75,1048,Stage 2,465.4570245071828
2,12,2,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,2,1,2,1,0.3267139623582612,0.75,1155,Stage 1,283.01596989284377
2,20,3,1,7057,5,4,3,3,1,4,2,36,1,1,2,4,1,2,2,1,0.3035359920711411,0.48,7057,Stage 1,616.9114068612604
2,15,4,3,1537,5,5,4,3,3,4,1,50,3,2,2,3,2,2,2,1,0.03959257424886942,0.57,1537,Stage 1,27.749326698953602
1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,2,1,2,1,0.5403187089201748,0.66,2214,Stage 2,789.5353102225162
4,24,4,2,1585,1,4,4,3,1,3,2,40,3,2,2,3,2,1,2,1,0.20176437596524288,0.66,1585,Stage 1,105.5328568486203
2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,2,1,2,1,0.702132808754002,0.5700000000000001,1521,Stage 2,608.7280812054571
2,36,1,4,3990,5,2,3,2,1,2,4,29,1,2,1,1,2,1,2,1,0.7624602799818244,0.3,3990,Stage 2,912.6649551382438
3,18,2,2,3049,1,2,1,2,1,1,2,45,2,2,1,2,2,1,2,1,0.37907349941826707,0.66,3049,Stage 1,508.5498438795703
1,24,2,3,1282,2,3,4,2,1,2,3,32,3,2,1,2,2,1,2,0,0.6879796150646369,0.525,1282,Stage 3,673.0500000000001
4,60,2,3,10144,2,4,2,2,1,4,1,21,3,2,1,3,2,2,2,1,0.46391684639995834,0.705,10144,Stage 1,663.5421210732461
1,12,2,0,1168,1,3,4,4,1,3,1,27,3,2,1,2,2,1,2,1,0.7530959541288968,0.75,1168,Stage 2,659.7120558169137
2,6,2,5,454,1,2,3,4,1,1,2,22,3,2,1,2,2,1,2,1,0.5337012262016838,0.66,454,Stage 2,159.91823541907254
4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,2,1,2,1,0.11123746192074235,0.66,3594,Stage 1,211.08776733958214
4,12,2,2,1768,1,3,3,3,1,2,1,24,3,1,1,2,2,1,2,1,0.30955450575549237,0.75,1768,Stage 1,410.46927463178287
4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,2,2,2,1,0.6495464217138868,0.5700000000000001,15653,Stage 2,5795.3895792798585
3,12,3,0,2247,1,3,2,2,1,2,3,36,2,2,2,3,2,2,2,1,0.507621722606886,0.5700000000000001,2247,Stage 2,650.1568260976736
4,24,2,3,1413,1,3,4,4,1,2,2,28,3,2,1,3,2,1,2,1,0.3490018183276864,0.66,1413,Stage 1,162.7360578680169
2,45,4,1,4576,2,1,3,3,1,4,3,27,3,2,1,3,2,1,2,1,0.2990719190844412,0.525,4576,Stage 1,191.59743424225644
1,24,4,3,1231,4,5,4,2,1,4,2,57,3,1,2,4,2,2,2,1,0.4574561278629341,0.525,1231,Stage 1,147.82122951730886
1,36,2,1,8335,5,5,3,3,1,4,4,47,3,3,1,3,2,1,2,0,0.3045358999930028,0.3,8335,Stage 3,2500.5
2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,2,2,2,1,0.28212437789445444,0.5700000000000001,5800,Stage 1,310.9010644396888
1,18,3,6,8471,5,3,1,2,1,2,3,23,3,1,2,3,2,2,2,1,0.7949519089818509,0.38999999999999996,8471,Stage 2,2626.2746721842504
1,30,2,2,3622,4,5,4,2,1,4,2,57,3,1,2,3,2,2,2,1,0.6974665386595401,0.525,3622,Stage 2,1326.2674965880485
1,6,4,3,1169,5,5,4,3,1,4,1,67,3,2,2,3,2,2,2,1,0.08024639436425818,0.57,1169,Stage 1,53.470579956736145
4,15,2,4,1262,3,4,4,3,1,3,2,36,3,2,2,3,2,2,2,1,0.16769002172897962,0.57,1262,Stage 1,96.50091218441935
3,24,4,2,3617,5,5,4,3,2,4,4,20,3,1,2,3,2,1,2,1,0.35854753117307203,0.3,3617,Stage 1,194.52996303795024
2,30,4,0,2181,5,5,4,3,1,4,1,36,3,2,2,3,2,1,2,1,0.2769229948313835,0.57,2181,Stage 1,137.70494379381242
1,48,1,9,7685,1,4,2,2,3,4,3,37,3,1,1,3,2,1,2,0,0.930862523956238,0.5700000000000001,7685,Stage 3,4380.450000000001
4,48,4,6,6110,1,3,1,3,1,3,4,31,1,3,1,3,2,2,2,1,0.5577224566544563,0.48,6110,Stage 2,1635.6884208761892
4,24,2,0,3757,1,5,4,2,2,4,4,62,3,3,1,3,2,2,2,1,0.6263517293409893,0.48,3757,Stage 2,1129.5376546243663
1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,2,1,2,1,0.706323994561369,0.5700000000000001,3394,Stage 2,1366.4402733985335
4,36,4,9,6304,5,5,4,3,1,4,1,36,3,2,2,3,2,1,2,1,0.12946118361466974,0.57,6304,Stage 1,155.06342728630682
4,9,4,6,1244,5,5,4,2,1,4,2,41,3,1,2,2,2,1,2,1,0.20836288513330892,0.48,1244,Stage 1,124.41764597080142
4,6,2,0,3518,1,3,2,3,3,3,2,26,3,1,1,3,2,1,2,1,0.2573988961376492,0.66,3518,Stage 1,597.649348964085
4,36,0,5,2613,1,3,4,3,1,2,3,27,3,2,2,3,2,1,2,1,0.7251482934865963,0.5700000000000001,2613,Stage 2,1080.0431198018714
1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,2,2,2,1,0.936412075451033,0.48,7476,Stage 2,3360.296004514523
4,24,2,9,4591,4,3,2,3,1,3,2,54,3,2,3,4,2,2,2,0,0.19822665625905456,0.525,4591,Stage 3,2410.275
2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,2,1,2,0,0.5126873782318172,0.57,1924,Stage 3,1096.6799999999998
2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,2,1,2,0,0.8231185498744782,0.525,5595,Stage 3,2937.375
2,48,3,6,6224,1,5,4,3,1,4,4,50,3,3,1,3,2,1,2,0,0.8244026214266382,0.48,6224,Stage 3,2987.52
3,15,2,6,1905,1,5,4,3,1,4,3,40,3,1,1,4,2,2,2,1,0.5035351391531067,0.5700000000000001,1905,Stage 2,546.763630849401
4,21,3,1,2993,1,3,3,3,1,2,1,28,2,2,2,2,2,1,2,1,0.13924490388898758,0.75,2993,Stage 1,178.61142743131708
4,36,3,1,8947,5,4,3,3,1,2,3,31,2,2,1,4,1,2,2,1,0.130012893079393,0.38999999999999996,8947,Stage 1,151.21929606957278
1,24,2,2,4020,1,3,2,3,1,2,3,27,2,2,1,3,2,1,2,1,0.7307540116232225,0.5700000000000001,4020,Stage 2,1674.4497422334523
2,18,2,1,2779,1,3,1,4,1,3,3,21,3,1,1,3,2,2,2,1,0.3611713206767595,0.5700000000000001,2779,Stage 1,381.4041380610716
4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,2,1,2,1,0.4333505067769613,0.48,2782,Stage 1,330.6736758455331
4,12,2,0,1884,1,5,4,3,1,4,3,39,3,2,1,4,2,2,2,1,0.29635097207897965,0.5700000000000001,1884,Stage 1,318.2453818961747
4,36,4,1,11054,5,3,4,3,1,2,3,30,3,2,1,4,2,2,2,1,0.10413251116159694,0.38999999999999996,11054,Stage 1,149.640501189438
2,60,3,3,9157,5,3,2,3,1,2,4,27,3,3,1,4,2,1,2,1,0.6516926547447749,0.3,9157,Stage 2,1790.264891849371
2,42,1,1,9283,1,1,1,3,1,2,4,55,1,3,1,4,2,2,2,1,0.7882944782116026,0.48,9283,Stage 2,3512.514067794387
4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,1,2,2,1,0.5729046280908849,0.3,6527,Stage 2,1121.804552264762
4,15,4,1,3368,4,5,3,3,1,4,4,23,3,1,2,3,2,2,2,1,0.05728092310487187,0.345,3368,Stage 1,53.24651312874954
1,15,2,0,2511,1,1,1,2,1,4,3,23,3,1,1,3,2,1,2,1,0.8651594057946214,0.5700000000000001,2511,Stage 2,1238.276702731668
1,36,2,1,5493,1,5,2,3,1,4,4,42,3,3,1,3,1,1,2,1,0.45905309903295977,0.48,5493,Stage 1,403.4525876780877
4,6,2,4,1338,3,3,1,1,1,4,1,62,3,2,1,3,2,1,2,1,0.1101759888388043,0.66,1338,Stage 1,97.29421222377132
2,9,2,3,1082,1,5,4,3,1,4,3,37,3,2,2,2,2,1,2,1,0.37441901852879866,0.5700000000000001,1082,Stage 1,230.91918548745133
4,18,4,3,1149,4,3,4,3,1,3,1,46,3,2,2,3,2,1,2,1,0.06357352769857827,0.615,1149,Stage 1,29.948853163523232
2,15,2,5,1308,1,5,4,3,1,4,3,38,3,2,2,2,2,1,2,1,0.4808005903480831,0.5700000000000001,1308,Stage 1,286.7725505119335
2,20,0,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,2,2,2,1,0.6263483995353282,0.525,6148,Stage 2,2021.6647291801787
4,12,2,2,1736,1,4,3,2,1,4,1,31,3,2,1,2,2,1,2,1,0.20776644398151045,0.75,1736,Stage 1,270.5119100639266
4,12,2,3,3059,4,4,2,1,1,4,1,61,3,2,1,2,2,1,2,1,0.09022517280094589,0.615,3059,Stage 1,169.7392642128275
1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,2,1,2,0,0.4771500080328228,0.38999999999999996,2996,Stage 3,1168.4399999999998
4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,2,1,2,1,0.02415968874545349,0.38999999999999996,7596,Stage 1,28.628651330832493
4,30,2,1,4811,5,4,2,2,1,4,2,24,2,1,1,2,2,1,2,1,0.14825212186198844,0.48,4811,Stage 1,136.94226398938108
4,6,2,2,1766,1,3,1,4,1,2,2,21,3,1,1,3,2,1,2,1,0.3171977829082996,0.66,1766,Stage 1,369.71304784659765
2,24,2,1,2760,5,5,4,3,1,4,4,36,1,3,1,3,2,2,2,1,0.17142436404497274,0.3,2760,Stage 1,70.9696867146187
4,24,4,5,5507,1,5,3,3,1,4,4,44,3,3,2,3,2,1,2,1,0.2678600439830504,0.48,5507,Stage 1,354.02526293151806
